title,author/0,translator/0,o_title,o_language/0,wikidata,notes,links,volume,nybc_id,date,downloads,item_size,place/0,publisher/0,year,author/1,author/2,author/3,place/1,author/4,author/5,translator/1,o_language/1,place/2,publisher/1,o_language/2,translator/2,translator/3,translator/4
Eli Kohen undzer mentsh in Damesek,"Ben-Hanan, Eli",unknown,אלי כהן האיש שלנו בדמשק,Hebrew,,,,,nybc204143,1968-01-01T00:00:00Z,298,65298282,Tel-Aviv,A.D.M.,1968,,,,,,,,,,,,,,
Revizyonizm a sakone farn folk,unknown,unknown,unknown,,,,,,nybc202757,1938-01-01T00:00:00Z,142,15035801,Tel-Aviv,velt-fareynikung Poyle-Tsien [Ts. S.] - Hitʼakhdut,1938,,,,,,,,,,,,,,
Di geshikhte fun Tsiyenizm,"Ben Yehudah, Baruch","Mordechai, B.",תולדות הציונות: תנועת התחיה והגאולה בישראל,Hebrew,,,,,nybc211285,1948-01-01T00:00:00Z,214,90700888,Tel-Aviv,Yesoydes,1948,,,,,,,,,,,,,,
Kegn teror,"Ben-Zacai, Y",unknown,נגד קבוצות הטרור,Hebrew,,,,,kegnteror00benz,1946-01-01T00:00:00Z,161,126839176,,"Histadrut ha-ʿolamit ha-shomer ha-tsaʿir, ha-hanhagah ha-ʿelyonah be-Erets Yiśraʾel",1946,,,,,,,,,,,,,,
Gezamelte shriftn,"Ben-Zacai, Y","Rubinshteyn, Yisroel",unknown,Hebrew,,anthology,,,nybc212143,1937-01-01T00:00:00Z,111,406759191,New York,Fareynikte Idishe sotsialistishe arbeter partey...,1937,,,,,,,,,,,,,,
Nidkhey Yisroel di farvoglte un oysgelayzte shvotim,"Ben-Zacai, Y","Reuveni, Arn",נדחי ישראל,Hebrew,,,,,nybc206276,1962-01-01T00:00:00Z,165,111843977,New York,Shulzinger,1962,,,,,,,,,,,,,,
Mit der tsveyter alie zikhroynes,"Ben-Zacai, Y","Fischer, A. E., 1896-1968",unknown,Hebrew,,,,,nybc204136,1956-01-01T00:00:00Z,145,70778002,Buenos Aires,kiem,1956,,,,,,,,,,,,,,
Yaaḳovs brunem Hagar di ṭentserin : roman,"Benoit, Pierre","Dublin, B.",Le puits de Jacob,French,Q102108677,,,,nybc202308,2022-03-19T00:00:00Z,305,76309054,Warsaw,A. Gitlin,unknown,,,,,,,,,,,,,,
Prukhne :,"Berent, Wacław","Shper, Yoyne",Próchno,Polish,Q42194638,,,,nybc214641,1929-01-01T00:00:00Z,90,672927682,Vilne,B. Kletskin,1929,,,,,,,,,,,,,,
Der mabl :,"Berger, Henning","Zylbercweig, Zalmen",Syndaflod,Swedish,Q65523293,,,,nybc214813,1922-01-01T00:00:00Z,90,144541729,Warsaw,Tsentral,1922,,,,,,,,,,,,,,
Araynfir in der metafizik,"Bergson, Henri","Nathanson, William, 1883-1963",Introduction à la métaphysique,French,Q114058144,,,,nybc204125,1923-01-01T00:00:00Z,172,12244140,Chicago,Naye gezelshaft,1923,,,,,,,,,,,,,,
Der gelekhter an ophandlung vegn der badeytung fun komizm,"Bergson, Henri","Rapoport, O., 1895-1971",Le Rire,French,Q2919955,,,,nybc204126,1928-01-01T00:00:00Z,247,52237616,Warsaw,Y. Yatshkovski,1928,,,,New York,,,,,,,,,,
Dray dyalogn tsvishn Haylas un Filonus,"Berkeley, George","Finkel, Morris, 1885-1940",Three Dialogues between Hylas and Philonous,English,Q3110883,,,,nybc211198,1938-01-01T00:00:00Z,177,49899623,Chicago,Filozofishe Bibliotek,1938,,,,,,,"Bobinsky, J. (Jacob), 1882-1969",,,,,,,
Er varft a rizn shotn,"Berkman, Ted","Salzman, Moishe",Cast a Giant Shadow,English,,,,,nybc201875,1972-01-01T00:00:00Z,147,82317821,Tel-Aviv,B. Shafir,1972,,,,,,,,,,,,,,
Der iker fun marksizm,"Bernstein, Eduard","Kreplak, Jacob, 1885-1945",unknown,German,,translated from English,,,nybc201577,1923-01-01T00:00:00Z,155,8317309,New York,Aroysgegeben fun farlag veker fun Idishen sotsyalistishen farband,1923,,,,,,,,,,,,,,
Ferdinand Lasal opshatsung fun lerer un kemfer,"Bernstein, Eduard","Lestschinsky, Joseph, 1884-1935",Ferdinand Lassalle: Eine Würdigung des Lehrers und Kämpfers,German,,,,,nybc201868,1922-01-01T00:00:00Z,197,70836316,Warsaw,Kultur lige,1922,,,,,,,,,,,,,,
Reb Shelomoh Alkabets der shafer fun der Yidisher Marselyeze,"Bernstein, S. 1884","Slutsky, Solomon",unknown,,,,,,nybc206390,1958-01-01T00:00:00Z,232,3749624,New York,[s.n.],1958,,,,,,,,,,,,,,
Shkotseray,"Bialik, Hayyim Nahman","Bastomski, S., 1891-1941",מעשה ילדות,Hebrew,,,,,nybc212370,1930-01-01T00:00:00Z,391,22376247,Vilne,Naye Yidishe folksshul,1930,,,,,,,,,,,,,,
Oysgeklibene shriften,"Bialik, Hayyim Nahman",unknown,unknown,,,anthology,,20,nybc206169,1964-01-01T00:00:00Z,95,413477277,Buenos Aires,Yosef Lifshits-fond fun der literatur-gezelshaft baym Yivo,1964,,,,,,,,,,,,,,
Poezye lieder un poemen,"Bialik, Hayyim Nahman",unknown,unknown,,,anthology,,,nybc206230,1913-01-01T00:00:00Z,530,30133171,Warsaw,Progres,1913,,,,,,,,,,,,,,
Noakh un Marinke,"Bialik, Hayyim Nahman",unknown,unknown,,,might be translation,,,nybc201315,1921-01-01T00:00:00Z,308,9655335,Warsaw,Kultur lige,1921,,,,,,,,,,,,,,
Der masmid,"Bialik, Hayyim Nahman","Schwartz, Israel Jacob",המתמיד,Hebrew,Q7052292,,https://benyehuda.org/read/6113,,nybc211246,1908-01-01T00:00:00Z,400,6973849,New York,Kempfer,1908,,,,,,,,,,,,,,
Di fayer-megileh = Megilat ha-esh = The fire scroll,"Bialik, Hayyim Nahman","Schwartz, Israel Jacob",מגילת האש,Hebrew,,,https://benyehuda.org/read/2475,,nybc204007,1909-01-01T00:00:00Z,473,9994892,New York,Sh. Drukerman,1909,,,,,,,,,,,,,,
Shriftn,"Bialik, Hayyim Nahman","Schwartz, Israel Jacob",unknown,,,anthology,,,nybc206170,1946-01-01T00:00:00Z,525,80871112,Detroit,"Aroysgegebn fun Idish-natsyonaln arbeter farband, Distrikt 6, Mishigen -- Ohayo",1946,,,,,,,,,,,,,,
Lider un poemen mit Byalik's oytobyografye un aynleytung fun Sh. Niger,"Bialik, Hayyim Nahman","Schwartz, Israel Jacob",unknown,,,anthology,,,nybc200044,1935-01-01T00:00:00Z,574,49909998,New York,"Aroysgegebn fun Idish-natsyonaln arbeter farband, Distrikt 6, Mishigen -- Ohayo",1935,,,,,,,,,,,,,,
Dos mayzele pik a dertseylung in tsvey teyln,"Bianki, Vitaly",unknown,Приключения мышонка Пика,Russian,,,,,nybc211052,1929-01-01T00:00:00Z,103,11501533,Minsk,vaysruslendisher melukhe-farlag,1929,,,,,,,,,,,,,,
valdishe shtibelekh a maysele,"Bianki, Vitaly","G-Lik, N., 1893-1945",Лесные домишки,Russian,,,,,nybc211059,1928-01-01T00:00:00Z,177,6217143,Minsk,vaysruslendisher melukhe-farlag,1928,,,,,,,,,,,,,,
Ideyish-moralishe problemen funem sotsyalistishn lebns-oyfn,"Bikkenin, Nail",unknown,unknown,Russian,,,,,nybc204603,1981-01-01T00:00:00Z,154,15800057,Moscow,Sovetski pisatel,1981,,,,,,,,,,,,,,
Iber unzer kraft a drama in tsvey theyl,"Bjørnson, Bjørnstjerne","Dobrik, S",Over Ævne,Norwegian,Q2191512,Possibly translated from German,,,nybc204104,1910-01-01T00:00:00Z,111,39532355,New York,Mayzel et komp.,1910,,,,,,,,,,,,,,
Ertsehlungen,"Bjørnson, Bjørnstjerne","Frumkin, A.",unknown,Norwegian,,anthology,,,nybc204096,1909-01-01T00:00:00Z,150,44542476,London,L. Fridman,1909,,,,,,,,,,,,,,
Der folks-tribun fun Shpanye Dolores Ibaruri (pasionarye),"Blagoeva, Stella Dimitrova","Mayzel, H.",Народный трибун Испании Долорес Ибаррури (Пасионария) ,Russian,,,,,nybc210997,1937-01-01T00:00:00Z,130,14574884,Moscow,Emes,1937,,,,,,,,,,,,,,
Froyen-faynt :,"Ibáñez, Vicente Blasco","Zamler, M.",Los enemigos de la mujer,Spanish,,,,,nybc214874,1928-01-01T00:00:00Z,127,444053997,Warsaw,M. Goldfarb,1928,,,,,,,,,,,,,,
Dos Geshlekhts-Lebn Fun Unzer Tsayt,"Bloch, Iwan","Bornshteyn, Elim",Das Sexualleben unserer Zeit,German,,,,,dosgeshlekhtsleb00bloc,1934-01-01T00:00:00Z,219,366806299,,Yatshkovski,1934,,,,,,,,,,,,,,
Madam Babeta bearbeytet nokh Bokatshyo ; fun D.M. Hermalin,"Boccaccio, Giovanni","Hermalin, D. M.",unknown,,Q16438,Likely totally invented!,,,nybc202324,2021-09-19T00:00:00Z,149,40113197,New York,Hibru poblishing kompani,unknown,,,,,,,,,,,,,,
Di tsvey poorlakh,"Boccaccio, Giovanni","Hermalin, D. M.",unknown,,Q16439,Likely totally invented!,,,nybc201831,1912-01-01T00:00:00Z,145,30647957,New York,Hibru poblishing kompani,1912,,,,,,,,,,,,,,
Megiles Ester ...,unknown,"Bodenstein, Aryeh Loeb",אסתר,Hebrew,Q19905487,,,,nybc204689,1915-01-01T00:00:00Z,363,4713007,New York,A. Bodinshteyn,1915,,,,,,,,,,,,,,
Politishe ekonomye,"Bogdanov, Alexander","Kantorovitsh, Khayim",Курс политической экономии,Russian,,,,2,nybc211403,1920-01-01T00:00:00Z,158,109994313,New York,Di heym,1920,"Stepanov, I.",,,,,,,,,,,,,
Politishe ekonomye,"Bogdanov, Alexander","Kantorovitsh, Khayim",Курс политической экономии,Russian,,,,1,nybc211402,1920-01-01T00:00:00Z,146,87376958,New York,Di heym,1920,"Stepanov, I.",,,,,,,,,,,,,
Di bin Maya,"Bonsels, Waldermar","Rapoport, Y.",Die Biene Maja,German,Q752027,,,,nybc212953,1928-01-01T00:00:00Z,215,35400809,Warsaw,Kultur lige,1928,,,,,,,,,,,,,,
Di yesoydes fun der politisher ekonomye loyt'n kapital fun karl Marks,"Borchhardt, Julian",unknown,Die volkswirtschaftlichen Grundbegriffe nach der Lehre von Karl Marx,German,,,,,nybc204520,1925-01-01T00:00:00Z,194,50778183,Warsaw,Di velt,1925,,,,,,,,,,,,,,
Geviksn,"Bocz, G.","Golomb, A.",Rośliny,Polish,,,,,geviksn00bot,1922-01-01T00:00:00Z,181,311083485,,Kultur lige,1922,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Lehrer, L.",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527211,,,2,nybc201851,1918-01-01T00:00:00Z,123,61630410,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Broydes, Akiva",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527212,,,8,nybc201857,1918-01-01T00:00:00Z,150,60270547,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Morris Cohen, 1842-1929",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527213,,,11,"Grinfeld, Yankev",1918-01-01T00:00:00Z,135,64463798,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Lehrer, L.",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527214,,,3,nybc201852,1918-01-01T00:00:00Z,115,51371005,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Grinfeld, Yankev",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527215,,,6,nybc201855,1918-01-01T00:00:00Z,139,66661654,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Grinfeld, Yankev",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527216,,,7,nybc201856,1918-01-01T00:00:00Z,117,59931191,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Broydes, Akiva",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527217,,,9,nybc201858,1918-01-01T00:00:00Z,137,81114734,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Rivkin, B.",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527218,,,5,nybc201854,1918-01-01T00:00:00Z,120,45305624,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Grinfeld, Yankev",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527219,,,10,nybc201859,1918-01-01T00:00:00Z,108,66374412,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Rivkin, B.",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527220,,,4,nybc201853,1918-01-01T00:00:00Z,116,64489724,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Di hoypt shtremungen in der literatur fun nayntsenten yorhundert,"Brandes, Georg","Liberman, Khayim",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527221,,,1,nybc201850,1918-01-01T00:00:00Z,134,77783364,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Anatol Frans ophandlung,"Brandes, Georg","Frumkin, A.",Anatole France,Danish,,,,,nybc206407,1919-01-01T00:00:00Z,128,14440204,New York,Jewish Book Agency,1919,,,,,,,,,,,,,,
Di shtremungen in der literatur fun XIX yohrhundert,"Brandes, Georg","Morris Cohen, 1842-1937",Hovedstrømninger i det 19de aarhundredes litteratur,Danish,Q65527220,,,,nybc202043,2021-09-19T00:00:00Z,131,121421992,Warsaw,Yidish,unknown,,,,,,,,,,,,,,
Henrik Ibsen,"Brandes, Georg","Tepper, Kolya, 1879",Henrik Ibsen,Danish,Q65527109,,,,nybc201862,1918-01-01T00:00:00Z,203,40593950,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
Fridrikh Nittsshe,"Brandes, Georg","Tepper, Kolya, 1879",Friedrich Nietzsche,Danish,,,,,nybc202973,1918-01-01T00:00:00Z,161,34238214,New York,Maks Mayzel,1918,,,,,,,,,,,,,,
vi boyen feyglakh nestn,"Bres, M.","Dvorkin, Y.",unknown,,,,,,nybc206918,,112,56129155,Yeketerinoslav,Natur un mensh,unknown,,,,,,,,,,,,,,
Dos Yuden problem,"Breuer, Isaac",unknown,Judenproblem,German,,,https://www.deutsche-digitale-bibliothek.de/item/QVBLGBW7GWX5MUN3HWYXE7SYAEE4UF6H,,nybc201211,1925-01-01T00:00:00Z,152,109862892,Lodz,Masora,1925,,,,,,,,,,,,,,
vos vilen di sotsyalisten?,"Brocke, Wilhelm","Peskin, Sh.",unknown,,,,,,nybc212422,2021-09-19T00:00:00Z,82,98722313,Philadelphia,Progressive pub. assn.,unknown,,,,,,,,,,,,,,
Di froy fun undzer beynkshaft,"Brod, Max","Kalmanovitch, Zelig",Die Frau nach der man sich sehnt,German,,,,,nybc203456,1928-01-01T00:00:00Z,178,62441507,Riga,Bikher far alemen,1928,,,,,,,,,,,,,,
Eynigkeyt far fridn un demokratye,"Browder, Earl",unknown,Unity for Peace and Democracy,English,,,http://fau.digital.flvc.org/islandora/object/fau%3A5421/datastream/OBJ/view/Unity_for_peace_and_democracy.pdf,,nybc202314,1939-01-01T00:00:00Z,120,24145825,New York,Natsyonaler kaunsil fun Yidishe komunistn,1939,,,,,,,,,,,,,,
komunistn in dem folks-front,"Browder, Earl",unknown,The Communists in the People’s Front,English,,,https://archive.org/details/TheCommunistsInThePeoplesFrontReportDeliveredToThePlenaryMeeting,,nybc201748,1937-01-01T00:00:00Z,146,13445502,New York,Idisher byuro bam Tsentral-komitet fun der komunistisher partey fun di Fareynikte Shtatn,1937,,,,,,,,,,,,,,
"Di yunyons, der Fareynikter front, di Leybor partey di oyfgabn fun di revolutsyonere arbeter in kamf kegn kapitalistishn ongrif","Browder, Earl",unknown,unknown,English,,,,,nybc205173,1935-01-01T00:00:00Z,111,22530987,New York,Idbyuro,1935,,,,,,,,,,,,,,
Fun a kapitalistisher tsu a Sovetisher Amerike,"Browder, Earl",unknown,unknown,English,,,,,nybc204881,1934-01-01T00:00:00Z,150,26773721,New York,Aroysgegebn fun der Idisher byuro baym tsentral-komitet fun der komunistisher partay,1934,,,,,,,,,,,,,,
"Far dzshabs, zikherkeyt, demokratye un fridn barikht tsu der tsenter natsyonaler konvenshon fun der komunistisher partey fun di Fareynikte Shtatn far dem Tsentral komitet","Browder, Earl",unknown,"The Democratic Front for Jobs, Security, Democracy, and Peace: Report to the Tenth National Convention of the Communist Party of the USA on Behalf of the National Committee, Delivered on Saturday, May 28, 1938, at Carnegie Hall, New York",English,,,,,nybc202312,1938-01-01T00:00:00Z,140,23327269,New York,Idbyuro,1938,,,,,,,,,,,,,,
"Der demokratisher front far dzshabs, zikherkeyt, demokratye un fridn","Browder, Earl",unknown,"The Democratic Front for Jobs, Security, Democracy, and Peace: Report to the Tenth National Convention of the Communist Party of the USA on Behalf of the National Committee, Delivered on Saturday, May 28, 1938, at Carnegie Hall, New York",English,,,,,nybc201327,1938-01-01T00:00:00Z,120,27975127,New York,Farlag Yidbyuro,1938,,,,,,,,,,,,,,
teheran unzer veg in krig un fridn,"Browder, Earl","Kats, Mosheh, 1885-1960",Teheran: Our Path in War and Peace,English,,,,,nybc202968,1944-01-01T00:00:00Z,211,41075311,New York,Morgn-frayhayt asosyeyshon,1944,,,,,,,,,,,,,,
in 5 gezenge,"Browne, Walter","Gastwirth, Henry M",Everywoman,English,,,,,nybc201749,1911-01-01T00:00:00Z,136,56187447,New York,[o. fg.],1911,,,,,,,,,,,,,,
Di koruptsye fun heyrat,"Bruner, R.","Goldman, Y. D.",unknown,,,,,,nybc201661,1925-01-01T00:00:00Z,145,18783484,Cleveland,Farlag Farnunft,1925,,,,,,,,,,,,,,
Flamen,"Brzozowski, Stanisław","Epshteyn, Nakhman",Płomenie,Polish,Q42194359,,,2,nybc206167,1928-01-01T00:00:00Z,139,119238088,Warsaw,Kh. Bzhoza,1928,,,,,,,,,,,,,,
Flamen,"Brzozowski, Stanisław","Epshteyn, Nakhman",Płomenie,Polish,Q42194360,,,1,nybc206166,1928-01-01T00:00:00Z,163,93314371,Warsaw,Kh. Bzhoza,1928,,,,,,,,,,,,,,
Der alef-beys fun komunizm,"Bukharin, Nikolaĭ Ivanovich","Holtman, Rokhl",Азбука коммунизма,Russian,Q10338664,,,,nybc205700,1923-01-01T00:00:00Z,248,50808263,New York,Idisher federatsye vorkers partey fun Amerike,1923,"Preobrazhenskiĭ, E. A.",,,,,,,,,,,,,
"Tolstoy, Lenin un Gandi","Bulgakov, Valentin","Sheynman, Sh.",Q2943499,Russian,,,http://az.lib.ru/b/bulgakow_w_f/text_0090.shtml,,nybc206151,1931-01-01T00:00:00Z,261,13929130,Warsaw,Unzer bukh,1931,,,,,,,,,,,,,,
Knekht,unknown,unknown,unknown,,,anthology,,,nybc212972,1926-01-01T00:00:00Z,213,10513631,Kyiv,Kultur lige,1926,,,,,,,,,,,,,,
Der shtifer Moyshl,"Busch, Wilhelm",Der Tunkeler,unknown,German,,,,,nybc212975,1923-01-01T00:00:00Z,325,2987777,Warsaw,Brider Levin-Epshteyn un shutfim,1923,,,,,,,,,,,,,,
Der roben nest,"Busch, Wilhelm",Der Tunkeler,Das Rabennest,German,,,https://www.projekt-gutenberg.org/wbusch/rabennst/rabennst.html,,nybc212974,1921-01-01T00:00:00Z,319,2091432,Warsaw,Brider Levin-Epshteyn un shutfim,1921,,,,,,,,,,,,,,
Notel un Motel zeks shtifer-mayseh'lakh,"Busch, Wilhelm",Der Tunkeler,unknown,German,,,,,nybc205161,1920-01-01T00:00:00Z,763,20222286,Warsaw,Brider Levin-Epshteyn un shutfim,1920,,,,,,,,,,,,,,
Di papirene shlang,"Busch, Wilhelm",Der Tunkeler,unknown,German,,,,,nybc212973,1921-01-01T00:00:00Z,281,5070345,Warsaw,Farlag brider Levin-Epshtayn un shutfim,1921,,,,,,,,,,,,,,
misterye,"Byron, George Gordon","Eysen, A.",Cain,English,Q2943499,,,,nybc206226,1931-01-01T00:00:00Z,173,28366455,Vilne,B. Kletskin,1931,,,,,,,,,,,,,,
Idishe melodyes [Hebrew Melodies],"Byron, George Gordon","Eysen, A.",Hebrew Melodies,English,Q371227,,,,nybc206249,1928-01-01T00:00:00Z,216,4772734,New York,Maks Yankovits,1928,,,,,,,,,,,,,,
Afn pantser-shif Potyomkin,"Byvalov, Evgeny",R-n,unknown,Russian,,,,,nybc214562,1930-01-01T00:00:00Z,116,129093344,Moscow,Tsentraler felker-farlag fun F.S.S.R.,1930,,,,,,,,,,,,,,
Yurgen komedye fun gerekhtikeyt,"Cabell, James Branch","Licht, Michel",Jurgen: A Comedy of Justice,English,Q4354720,,,,nybc208559,1926-01-01T00:00:00Z,225,90218383,New York,Grohar un Sṭodolsḳi,1926,,,,,,,,,,,,,,
Lebn un materye,"Carr, Herbert Wildon","Finkel, Morris, 1885-1940",Life and Matter,English,,,,,nybc212014,1937-01-01T00:00:00Z,124,7005165,Chicago,Filozofishe Bibliotek,1937,,,,,,,"Bobinsky, J. (Jacob), 1882-1969",,,,,,,
Don kikhot,"Cervantes, Miguel de",unknown,Don Quixote,Spanish,Q480,one acter,,,nybc212443,1936-01-01T00:00:00Z,315,43521244,Vilne,Grininke beymelekh,1936,,,,,,,,,,,,,,
Don kikhot,"Cervantes, Miguel de","Katz, Pinye",Don Quixote,Spanish,Q480,,,1,nybc209000,1950-01-01T00:00:00Z,331,230333478,Buenos Aires,Ikuf,1950,,,,,,,,,,,,,,
Don kikhot,"Cervantes, Miguel de","Katz, Pinye",Don Quixote,Spanish,Q480,,,2,nybc209001,1950-01-01T00:00:00Z,219,241375904,Buenos Aires,Ikuf,1950,,,,,,,,,,,,,,
"Sharfzin, may ka mashma lan an oytser fun Toyre, khokhme, Idish un veltlikh visen...",unknown,unknown,unknown,,,anthology,,,nybc211377,1954-01-01T00:00:00Z,314,39006711,New York,Sharfzin publikatsye fond,1954,,,,,,,,,,,,,,
Di geshikhte fun gloybens un religyonen,"Chantepie de la Saussaye, P. D.","Robinson, Marcus","Chantepie de la Saussaye, P. D.",German,,,,,nybc207071,1910-01-01T00:00:00Z,166,105374005,Warsaw,Velt-bibliotek,1910,,,,,,,,,,,,,,
Psukim fun seyfer Tilim ...,unknown,"Chapman, Harry",תהילים,Hebrew,Q41064,,,,nybc202912,1951-01-01T00:00:00Z,252,8138806,Los Angeles,[o. fg.],1951,,,,,,,,,,,,,,
Der foyler fuks un di kluge hun,unknown,"Charney, Daniel",unknown,French,,,,,nybc212983,1919-01-01T00:00:00Z,188,3335613,Vilne,B. Kletskin,1919,,,,,,,,,,,,,,
vi azoy mentshn hobn zikh oysgelernt boyen voynungen,"Chavkin, L. B.","Wendroff, Zalman",unknown,Russian,,,,,nybc201343,1921-01-01T00:00:00Z,150,30139690,Białystok,Dos bukh,1921,,,,,,,,,,,,,,
Gezamelte dramen,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,,nybc207913,1911-01-01T00:00:00Z,207,42168930,New York,Mayzel et ko.,1911,,,,,,,,,,,,,,
komedyen,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,,nybc201323,1911-01-01T00:00:00Z,168,9433244,New York,Mayzel et ko.,1911,,,,,,,,,,,,,,
Geklibene shriften,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,3,nybc207922,1910-01-01T00:00:00Z,151,57055823,New York,Hibru Poblishing Kompani,1910,,,,,,,,,,,,,,
Geklibene shriften,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,4,nybc207923,1910-01-01T00:00:00Z,159,60122119,New York,Hibru Poblishing Kompani,1910,,,,,,,,,,,,,,
Geklibene shriften,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,1,nybc207920,1910-01-01T00:00:00Z,183,70998471,New York,Hibru Poblishing Kompani,1910,,,,,,,,,,,,,,
Geklibene shriften,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,2,nybc207921,1910-01-01T00:00:00Z,162,54271067,New York,Hibru Poblishing Kompani,1910,,,,,,,,,,,,,,
Der shvartser monakh un andere dertseylungen,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,,nybc203910,1927-01-01T00:00:00Z,186,58340918,Warsaw,Kultur lige,1927,,,,,,,,,,,,,,
A duel un andere dertseylungen,"Chekhov, Anton",unknown,unknown,Russian,,anthology,,,nybc202777,1928-01-01T00:00:00Z,252,68506433,Warsaw,Kultur lige,1928,,,,,,,,,,,,,,
Yuden,"Chirikov, Evgeny","Berman, A.",Евреи,Russian,,,,,nybc212556,1907-01-01T00:00:00Z,95,148364654,Vilne,Mordekhai katsenelnboygen,1907,,,,,,,,,,,,,,
Di andere shtim fun Erets-Yiʾsroel,unknown,"Morgenshtern, Menachem",unknown,,,anthology,,,nybc212470,1952-01-01T00:00:00Z,100,109116543,New York,Farlag-komitet Di andere shtim fun Erets Yiʾsroel,1952,,,,,,,,,,,,,,
kunst di filosofye fun kunst,"Christiansen, Broder","Glanz, Aaron",Philosophie der Kunst,German,,,,1,nybc209981,1920-01-01T00:00:00Z,211,57672281,New York,Di heym,1920,,,,,,,,,,,,,,
kunst di filosofye fun kunst,"Christiansen, Broder","Glanz, Aaron",Philosophie der Kunst,German,,,,2,nybc209982,1920-01-01T00:00:00Z,185,54829485,New York,Di heym,1920,,,,,,,,,,,,,,
